FeatureID,Taxon,Confidence
ASV_1838,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;Desulfuromonas acetoxidans DSM 684,0.755
ASV_1839,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae,0.900
ASV_1840,Bacteria;Firmicutes,0.744
ASV_1841,Bacteria;Gemmatimonadetes;BD2-11 terrestrial group,0.874
ASV_1842,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella,1.000
ASV_1843,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium,0.901
ASV_1844,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Catenovulum,0.894
ASV_1845,Bacteria,0.991
ASV_1846,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella,0.988
ASV_1847,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,1.000
ASV_1848,Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,0.994
ASV_1849,Unassigned,0.835
ASV_1850,Unassigned,0.745
ASV_1851,Bacteria,0.800
ASV_1852,Bacteria,0.762
ASV_1853,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.998
ASV_1854,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;Pseudoxanthomonas taiwanensis,0.777
ASV_1855,Bacteria,1.000
ASV_1856,Bacteria,1.000
ASV_1857,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group,0.756
ASV_1858,Bacteria;Proteobacteria,0.759
ASV_1859,Bacteria,0.824
ASV_1860,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,0.999
ASV_1861,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinovum;Marinovum algicola,0.825
ASV_1862,Bacteria,0.805
ASV_1863,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;uncultured marine bacterium,0.995
ASV_1864,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;uncultured Roseobacter sp.,0.947
ASV_1865,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Synechococcus CC9902,1.000
ASV_1866,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,0.902
ASV_1867,Bacteria;Proteobacteria;Gammaproteobacteria;CCM19a;uncultured soil bacterium,0.753
ASV_1868,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured gamma proteobacterium,0.743
ASV_1869,Bacteria,0.988
ASV_1870,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1871,Bacteria;Proteobacteria;Deltaproteobacteria,0.807
ASV_1872,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria,0.991
ASV_1873,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1874,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae,0.770
ASV_1875,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,1.000
ASV_1876,Bacteria;Dependentiae;Babeliae;Babeliales;UBA12409;uncultured bacterium,0.993
ASV_1877,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Enhygromyxa;Enhygromyxa salina,0.809
ASV_1878,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_1879,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;unidentified marine bacterioplankton,0.746
ASV_1880,Bacteria;Proteobacteria,0.896
ASV_1881,Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;uncultured marine bacterium,0.999
ASV_1882,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas,0.983
ASV_1883,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus,0.995
ASV_1884,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,0.993
ASV_1885,Bacteria,0.861
ASV_1886,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Profundibacterium;uncultured alpha proteobacterium,1.000
ASV_1887,Unassigned,0.982
ASV_1888,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured,0.794
ASV_1889,Bacteria;Proteobacteria,0.860
ASV_1890,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_1891,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;Neisseria,0.994
ASV_1892,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Persicitalea,1.000
ASV_1893,Bacteria,0.816
ASV_1894,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,1.000
ASV_1895,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus donghaensis MPA1U2,0.846
ASV_1896,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;AB1,1.000
ASV_1897,Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas lacus,0.741
ASV_1898,Unassigned,0.840
ASV_1899,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio,0.774
ASV_1900,Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;uncultured gamma proteobacterium,0.936
ASV_1901,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.999
ASV_1902,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;uncultured alpha proteobacterium,0.989
ASV_1903,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.994
ASV_1904,Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;uncultured bacterium,0.922
ASV_1905,Bacteria;Proteobacteria;Gammaproteobacteria,0.955
ASV_1906,Bacteria;Proteobacteria;Gammaproteobacteria,0.999
ASV_1907,Bacteria;Dependentiae;Babeliae;Babeliales,0.812
ASV_1908,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella-like amoebal pathogen 8,0.903
ASV_1909,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter,0.836
ASV_1910,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;Massilia consociata,0.727
ASV_1911,Bacteria;Cyanobacteria;Oxyphotobacteria,0.913
ASV_1912,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerosalibacter;uncultured bacterium,0.920
ASV_1913,Bacteria;Proteobacteria;Gammaproteobacteria,0.724
ASV_1914,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae,0.945
ASV_1915,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,0.945
ASV_1916,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;uncultured,0.738
ASV_1917,Bacteria;Proteobacteria;Gammaproteobacteria;B2M28,0.925
ASV_1918,Bacteria;Chloroflexi;Anaerolineae,0.742
ASV_1919,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,1.000
ASV_1920,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella,1.000
ASV_1921,Bacteria;Proteobacteria;Gammaproteobacteria,0.947
ASV_1922,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium;uncultured Lachnospiraceae bacterium,0.968
ASV_1923,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.973
ASV_1924,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus,0.977
ASV_1925,Bacteria;Planctomycetes;vadinHA49;uncultured Planctomycetales bacterium,0.971
ASV_1926,Bacteria;Firmicutes,1.000
ASV_1927,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium,0.999
ASV_1928,Bacteria,0.811
ASV_1929,Bacteria,0.818
ASV_1930,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Aquabacterium,0.961
ASV_1931,Bacteria;Proteobacteria;Alphaproteobacteria,0.997
ASV_1932,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,0.981
ASV_1933,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae,0.788
ASV_1934,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Cupriavidus,0.998
ASV_1935,Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;uncultured Rhizobiales bacterium,0.920
ASV_1936,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Calothrix PCC-6303;Calothrix sp. PCC 7103,0.828
ASV_1937,Bacteria,0.870
ASV_1938,Unassigned,0.875
ASV_1939,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae,0.851
ASV_1940,Bacteria,1.000
ASV_1941,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus;uncultured OM60 clade bacterium,0.981
ASV_1942,Bacteria,0.981
ASV_1943,Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b,0.997
ASV_1944,Bacteria,0.777
ASV_1945,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea,0.706
ASV_1946,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium,1.000
ASV_1947,Bacteria,0.912
ASV_1948,Bacteria;Bacteroidetes;Bacteroidia;SM1A07;uncultured Flexibacter sp.,0.705
ASV_1949,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;BIrii41;uncultured proteobacterium,0.973
ASV_1950,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12,1.000
ASV_1951,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter,1.000
ASV_1952,Bacteria,0.828
ASV_1953,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade;uncultured proteobacterium OCS5,0.949
ASV_1954,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;uncultured prokaryote,0.801
ASV_1955,Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b,1.000
ASV_1956,Bacteria,0.972
ASV_1957,Bacteria,0.997
ASV_1958,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae,0.958
ASV_1959,Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Criblamydiaceae,0.705
ASV_1960,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae,0.726
ASV_1961,Bacteria,0.843
ASV_1962,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium,0.987
ASV_1963,Unassigned,0.755
ASV_1964,Unassigned,0.769
ASV_1965,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera,1.000
ASV_1966,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium,0.965
ASV_1967,Bacteria,1.000
ASV_1968,Bacteria;Chloroflexi,0.701
ASV_1969,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,0.995
ASV_1970,Bacteria,0.984
ASV_1971,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales,1.000
ASV_1972,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 7;Clostridium grantii,0.876
ASV_1973,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Cohaesibacter,1.000
ASV_1974,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1,0.746
ASV_1975,Unassigned,0.796
ASV_1976,Bacteria,0.999
ASV_1977,Bacteria;Proteobacteria;Gammaproteobacteria,0.994
ASV_1978,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured Deinococcales bacterium,0.988
ASV_1979,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pontivivens;Arctic sea ice bacterium ARK10115,0.867
ASV_1980,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas,0.994
ASV_1981,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured bacterium,0.988
ASV_1982,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium,1.000
ASV_1983,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio,1.000
ASV_1984,Unassigned,0.332
ASV_1985,Unassigned,0.769
ASV_1986,Unassigned,0.751
ASV_1987,Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;uncultured organism,0.955
ASV_1988,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;Devosia subaequoris,0.991
ASV_1989,Bacteria;Planctomycetes;OM190;marine metagenome,0.775
ASV_1990,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus,1.000
ASV_1991,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae,0.844
ASV_1992,Bacteria;Cyanobacteria;Oxyphotobacteria;Chloroplast,0.995
ASV_1993,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga,0.760
ASV_1994,Bacteria;Proteobacteria;Gammaproteobacteria,0.999
ASV_1995,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha;uncultured deep-sea bacterium,0.913
ASV_1996,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured marine bacterium,0.971
ASV_1997,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;uncultured bacterium,0.956
ASV_1998,Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Bythopirellula,0.957
ASV_1999,Unassigned,0.861
ASV_2000,Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;uncultured;uncultured marine bacterium,0.989
ASV_2001,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family,0.946
ASV_2002,Bacteria;Actinobacteria;Actinobacteria,1.000
ASV_2003,Bacteria;Planctomycetes;OM190;uncultured bacterium,0.701
ASV_2004,Bacteria,0.991
ASV_2005,Bacteria;Dependentiae;Babeliae;Babeliales,0.997
ASV_2006,Bacteria,0.951
ASV_2007,Bacteria;Proteobacteria;Deltaproteobacteria,0.729
ASV_2008,Bacteria;Proteobacteria;Gammaproteobacteria,0.855
ASV_2009,Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae,0.710
ASV_2010,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium,0.996
ASV_2011,Bacteria;Proteobacteria;Gammaproteobacteria,0.822
ASV_2012,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia,0.913
ASV_2013,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured organism,0.940
ASV_2014,Bacteria,0.847
ASV_2015,Unassigned,0.775
ASV_2016,Bacteria,0.849
ASV_2017,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured;uncultured delta proteobacterium,0.997
ASV_2018,Bacteria;Proteobacteria;Gammaproteobacteria;S1-3-65;endosymbiont of Vannella sp. A1,1.000
ASV_2019,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured,1.000
ASV_2020,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;uncultured delta proteobacterium,1.000
ASV_2021,Bacteria;Planctomycetes;OM190;uncultured Planctomycetaceae bacterium,0.842
ASV_2022,Bacteria;Proteobacteria,0.843
ASV_2023,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_2024,Bacteria,0.986
ASV_2025,Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;metagenome,0.766
ASV_2026,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;uncultured bacterium,0.946
ASV_2027,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella,1.000
ASV_2028,Bacteria;Chloroflexi;Anaerolineae,0.862
ASV_2029,Bacteria,0.987
ASV_2030,Bacteria,0.976
ASV_2031,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Gallaecimonadaceae;Gallaecimonas,0.980
ASV_2032,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lacimonas;Oceanicola sp. HL-35,0.985
ASV_2033,Bacteria;Proteobacteria;Alphaproteobacteria,0.963
ASV_2034,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;uncultured gamma proteobacterium,0.971
ASV_2035,Bacteria;Proteobacteria;Alphaproteobacteria,1.000
ASV_2036,Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus,0.958
ASV_2037,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;Oligoflexaceae;uncultured,0.786
ASV_2038,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,1.000
ASV_2039,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,1.000
ASV_2040,Bacteria,0.992
ASV_2041,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_2042,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;unidentified proteobacterium,0.995
ASV_2043,Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;metagenome,0.989
ASV_2044,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,0.943
ASV_2045,Bacteria,0.802
ASV_2046,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_2047,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured;agricultural soil bacterium SC-I-81,0.979
ASV_2048,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Gimesiaceae;uncultured,0.822
ASV_2049,Bacteria,0.814
ASV_2050,Bacteria,0.771
ASV_2051,Bacteria,0.877
ASV_2052,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Eel-36e1D6;uncultured organism,1.000
ASV_2053,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,1.000
ASV_2054,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,0.994
ASV_2055,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Murdochiella;unidentified marine bacterioplankton,1.000
ASV_2056,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Flexilinea;uncultured eubacterium WCHB1-63,0.952
ASV_2057,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1,1.000
ASV_2058,Bacteria,1.000
ASV_2059,Bacteria;Planctomycetes;028H05-P-BN-P5;uncultured planctomycete,1.000
ASV_2060,Bacteria;Proteobacteria,0.800
ASV_2061,Unassigned,0.835
ASV_2062,Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Acuticoccus;Bradyrhizobiaceae bacterium PTG4-2,0.994
ASV_2063,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium,0.999
ASV_2064,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Pseudoteredinibacter,0.701
ASV_2065,Bacteria;Dependentiae;Babeliae;Babeliales,0.871
ASV_2066,Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella,0.882
ASV_2067,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae,1.000
ASV_2068,Bacteria,0.999
ASV_2069,Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;uncultured bacterium,0.982
ASV_2070,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_2071,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Defluviimonas;metagenome,0.817
ASV_2072,Bacteria,0.825
ASV_2073,Bacteria,0.890
ASV_2074,Bacteria;Planctomycetes;Phycisphaerae;S-70;uncultured Planctomycetales bacterium,0.714
ASV_2075,Bacteria,0.725
ASV_2076,Bacteria;Proteobacteria;Gammaproteobacteria,1.000
ASV_2077,Bacteria;Proteobacteria,0.806
ASV_2078,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured;uncultured organism,0.999
ASV_2079,Bacteria;Verrucomicrobia;Verrucomicrobiae,0.959
ASV_2080,Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;uncultured Rhizobiales bacterium,0.999
ASV_2081,Bacteria;Proteobacteria;Gammaproteobacteria,0.967
ASV_2082,Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;Cladosiphon okamuranus,0.774
ASV_2083,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;uncultured gamma proteobacterium CHAB-XII-8,1.000
ASV_2084,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_2085,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax,1.000
ASV_2086,Bacteria;Proteobacteria,0.881
ASV_2087,Bacteria;Proteobacteria;Gammaproteobacteria,0.893
ASV_2088,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Ferrimonas,0.898
ASV_2089,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,0.884
ASV_2090,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;uncultured;uncultured bacterium,0.789
ASV_2091,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1.000
ASV_2092,Bacteria,0.994
ASV_2093,Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella,1.000
ASV_2094,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium,1.000
ASV_2095,Bacteria;Proteobacteria;Gammaproteobacteria;SAR86 clade,1.000
ASV_2096,Bacteria;Proteobacteria;Gammaproteobacteria;EV818SWSAP88;uncultured bacterium,1.000
ASV_2097,Bacteria,1.000
ASV_2098,Bacteria,0.988
ASV_2099,Bacteria;Proteobacteria;Gammaproteobacteria,0.999
ASV_2100,Bacteria,0.994
ASV_2101,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured Cytophaga sp.,0.912
ASV_2102,Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Chroococcidiopsaceae;Aliterella CENA595;uncultured bacterium,0.930
ASV_2103,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,0.997
ASV_2104,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium,0.759
ASV_2105,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis,1.000
ASV_2106,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,1.000
ASV_2107,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.947
ASV_2108,Bacteria;Planctomycetes;Phycisphaerae;CCM11a;uncultured Planctomycetaceae bacterium,0.820
ASV_2109,Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas,1.000
ASV_2110,Bacteria,0.883
ASV_2111,Bacteria,0.782
ASV_2112,Bacteria,0.772
ASV_2113,Bacteria,0.828
ASV_2114,Bacteria,0.848
ASV_2115,Unassigned,0.858
ASV_2116,Bacteria,0.830
ASV_2117,Bacteria,0.823
ASV_2118,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium,0.963
ASV_2119,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Lacimicrobium;Lacimicrobium alkaliphilum,0.793
ASV_2120,Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;uncultured marine bacterium,0.998
ASV_2121,Bacteria,0.999
ASV_2122,Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Bordetella,0.727
ASV_2123,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella,1.000
ASV_2124,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Peptoniphilus;unidentified marine bacterioplankton,0.723
ASV_2125,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides,1.000
ASV_2126,Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas,0.997
ASV_2127,Bacteria,0.989
ASV_2128,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia;uncultured Stappia sp.,0.760
ASV_2129,Bacteria;Planctomycetes;OM190;unidentified bacterium wb1_D18,0.987
ASV_2130,Unassigned,0.868
ASV_2131,Bacteria;Proteobacteria;Gammaproteobacteria;R7C24;uncultured compost bacterium,0.970
ASV_2132,Bacteria;Firmicutes;Bacilli;Bacillales;Family XI;Gemella,1.000
ASV_2133,Bacteria;Proteobacteria;Gammaproteobacteria,0.919
ASV_2134,Unassigned,0.830
ASV_2135,Bacteria,0.884
ASV_2136,Bacteria;Firmicutes,0.999
ASV_2137,Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;uncultured bacterium,0.862
